source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
68/101/2845,4,2024-04-17,86/103/1051,4,2024-04-19,OVI,H0048
47/102/2370,27,2024-09-22,57/104/4358,27,2024-09-23,OVI,H0095
47/107/1950,2,2024-01-16,20/104/4395,2,2024-01-19,BOV,H0027
14/101/5551,59,2024-11-14,20/101/1631,59,2024-11-16,POR,H0004
18/109/4035,3,2024-03-14,58/101/0855,3,2024-03-17,OVI,H0006
58/106/1499,47,2024-03-21,47/102/2370,47,2024-03-21,OVI,H0002
19/106/0928,7,2024-08-31,21/108/5832,8,2024-09-03,BOV,H0054
91/102/7168,10,2024-01-01,14/102/1127,10,2024-01-03,BOV,H0061
21/107/3753,9,2024-10-03,21/108/5832,9,2024-10-05,CERV,H0079
89/101/6280,8,2024-10-19,80/103/4188,8,2024-10-20,BOV,H0017
46/105/6171,3,2024-02-12,44/101/1013,3,2024-02-12,BOV,H0092
43/103/0734,7,2024-05-08,46/102/6489,7,2024-05-09,OVI,H0094
69/103/6603,8,2024-09-23,63/103/3682,8,2024-09-25,BOV,H0098
44/108/6668,3,2024-01-18,83/101/8622,3,2024-01-21,BOV,H0081
45/109/5841,3,2024-11-20,20/108/0989,3,2024-11-20,BOV,H0031
20/111/5586,10,2024-06-25,45/102/5645,10,2024-06-26,BOV,H0081
80/101/6034,4,2024-05-14,43/107/6335,4,2024-05-17,BOV,H0016
82/101/9575,33,2024-04-05,84/103/4695,30,2024-04-07,POR,H0044
20/109/6169,43,2024-06-24,59/101/6657,43,2024-06-26,POR,H0009
44/110/2404,9,2024-04-26,47/108/1420,9,2024-04-29,BOV,H0015
20/111/5586,9,2024-06-06,43/101/6105,9,2024-06-09,OVI,H0056
57/101/7138,33,2024-09-18,47/102/2370,33,2024-09-19,CERV,H0019
44/101/1013,6,2024-03-18,57/103/7768,6,2024-03-18,BOV,H0069
44/101/1013,9,2024-03-22,18/101/5435,9,2024-03-22,BOV,H0088
21/110/1147,40,2024-03-18,14/103/4165,40,2024-03-21,POR,H0026
19/102/4665,26,2024-09-24,43/111/5983,26,2024-09-27,CERV,H0061
44/105/6859,5,2024-05-08,44/119/3088,5,2024-05-10,BOV,H0027
93/102/6243,4,2024-03-12,43/103/0734,4,2024-03-13,CERV,H0062
58/106/1499,16,2024-03-22,14/102/1127,16,2024-03-25,OVI,H0051
57/103/7768,6,2024-05-21,59/102/0681,6,2024-05-22,BOV,H0052
21/114/5617,44,2024-08-15,44/114/8427,44,2024-08-16,OVI,H0087
19/106/0928,2,2024-09-25,44/119/3088,2,2024-09-25,BOV,H0099
57/101/7138,8,2024-03-04,58/105/9218,8,2024-03-07,BOV,H0020
20/110/8104,22,2024-01-21,21/102/2243,22,2024-01-24,CERV,H0033
21/109/6724,10,2024-12-29,44/118/4884,10,2025-01-01,BOV,H0098
21/108/5832,6,2024-05-03,45/103/2966,8,2024-05-06,POR,H0090
59/103/9713,56,2024-05-21,94/101/2124,56,2024-05-23,POR,H0082
47/106/2335,5,2024-01-07,57/101/7138,6,2024-01-07,BOV,H0092
20/102/8452,10,2024-05-16,47/101/0376,10,2024-05-16,BOV,H0100
20/110/8104,37,2024-09-22,57/104/4358,37,2024-09-25,POR,H0006
47/104/3940,51,2024-02-20,59/103/9713,51,2024-02-20,POR,H0016
47/104/3940,46,2024-07-20,63/102/8960,42,2024-07-20,POR,H0045
59/104/6331,8,2024-09-24,57/101/7138,8,2024-09-24,BOV,H0052
47/101/0376,43,2024-10-17,20/102/8452,41,2024-10-18,OVI,H0004
59/102/0681,5,2024-08-21,47/102/2370,4,2024-08-23,BOV,H0046
19/103/4972,16,2024-01-25,59/104/6331,16,2024-01-27,CERV,H0059
91/101/1280,50,2024-04-17,81/102/0810,50,2024-04-19,POR,H0095
44/119/3088,3,2024-02-15,19/101/6963,3,2024-02-17,BOV,H0046
59/101/6657,54,2024-06-05,47/101/0376,51,2024-06-05,OVI,H0093
43/104/0879,10,2024-04-05,18/101/5435,10,2024-04-08,BOV,H0026
18/103/1134,23,2024-08-12,44/117/3237,23,2024-08-14,OVI,H0097
18/109/4035,1,2024-10-24,18/112/5805,1,2024-10-26,BOV,H0065
61/103/3057,49,2024-04-01,73/101/2323,49,2024-04-04,POR,H0080
70/102/6747,2,2024-12-05,71/101/5048,2,2024-12-08,BOV,H0034
21/102/2243,6,2024-07-16,20/109/6169,6,2024-07-16,BOV,H0095
59/104/6331,10,2024-04-25,21/108/5832,7,2024-04-28,BOV,H0006
20/105/9566,5,2024-04-24,43/103/0734,5,2024-04-25,BOV,H0032
14/105/3675,10,2024-05-04,62/101/3385,10,2024-05-04,OVI,H0079
44/108/6668,9,2024-10-17,18/111/8115,9,2024-10-18,BOV,H0053
21/110/1147,26,2024-07-17,21/116/1063,26,2024-07-19,POR,H0091
20/111/5586,28,2024-04-30,47/106/2335,28,2024-05-02,OVI,H0070
19/101/6963,9,2024-12-25,21/115/0282,9,2024-12-26,CERV,H0069
57/104/4358,9,2024-10-01,47/102/2370,9,2024-10-03,BOV,H0014
57/101/7138,46,2024-10-10,21/106/7308,46,2024-10-11,OVI,H0060
18/112/5805,30,2024-09-11,46/102/6489,30,2024-09-14,OVI,H0009
57/104/4358,36,2024-06-26,63/103/3682,36,2024-06-29,POR,H0091
18/110/8187,5,2024-10-18,21/115/0282,2,2024-10-20,POR,H0094
19/107/2569,28,2024-03-09,43/110/7680,28,2024-03-12,POR,H0028
69/102/7483,5,2024-10-18,68/103/5543,5,2024-10-21,BOV,H0019
59/105/3762,56,2024-11-08,21/105/0410,56,2024-11-08,POR,H0092
59/105/3762,5,2024-09-28,18/103/1134,5,2024-10-01,OVI,H0094
18/112/5805,10,2024-04-01,18/105/5476,10,2024-04-02,BOV,H0004
59/102/0681,2,2024-02-18,47/103/5628,2,2024-02-21,BOV,H0074
86/101/7709,52,2024-12-22,63/103/3682,52,2024-12-25,POR,H0018
44/118/4884,3,2024-05-09,47/101/0376,3,2024-05-12,BOV,H0012
21/114/5617,4,2024-11-27,18/114/1531,4,2024-11-27,BOV,H0044
14/103/4165,5,2024-11-06,46/105/6171,5,2024-11-06,BOV,H0072
43/103/0734,3,2024-09-27,19/105/6652,3,2024-09-27,BOV,H0001
44/116/3299,10,2024-02-05,21/113/2293,10,2024-02-06,BOV,H0025
57/104/4358,9,2024-06-25,57/101/7138,9,2024-06-25,BOV,H0088
83/103/4451,58,2024-03-31,45/104/4653,58,2024-04-01,POR,H0057
14/103/4165,9,2024-03-02,44/101/1013,9,2024-03-04,BOV,H0038
43/108/3423,38,2024-02-21,21/115/0282,38,2024-02-24,POR,H0025
47/101/0376,22,2024-07-18,58/103/4865,17,2024-07-21,CERV,H0015
70/101/7784,4,2024-05-02,80/103/4188,4,2024-05-05,BOV,H0025
21/107/3753,8,2024-12-03,57/104/4358,8,2024-12-03,BOV,H0067
18/109/4035,59,2024-10-21,20/110/8104,59,2024-10-24,POR,H0097
58/104/2683,6,2024-04-11,47/105/8519,6,2024-04-13,BOV,H0081
43/109/2637,2,2024-09-08,20/111/5586,2,2024-09-08,BOV,H0042
58/102/9234,20,2024-05-27,47/103/5628,20,2024-05-27,POR,H0068
45/110/2091,10,2024-10-19,57/102/8978,10,2024-10-20,BOV,H0083
44/111/0907,1,2024-06-04,44/114/8427,1,2024-06-07,BOV,H0025
18/108/0556,53,2024-08-10,20/110/8104,53,2024-08-11,POR,H0066
45/106/0552,59,2024-08-22,21/108/5832,59,2024-08-23,POR,H0029
81/101/9177,4,2024-10-19,90/102/3072,4,2024-10-19,BOV,H0006
20/111/5586,60,2024-05-03,75/102/1580,60,2024-05-05,POR,H0023
79/101/5616,7,2024-03-13,59/104/6331,7,2024-03-14,BOV,H0080
80/103/4188,28,2024-12-29,75/102/1580,28,2024-12-31,OVI,H0027
79/102/7075,27,2024-07-31,18/109/4035,27,2024-08-03,CERV,H0049
44/115/0281,32,2024-01-06,43/105/5797,32,2024-01-09,CERV,H0006
75/102/1580,4,2024-02-28,80/104/9106,4,2024-02-28,BOV,H0021
43/106/8719,6,2024-05-11,62/102/8014,6,2024-05-14,BOV,H0037
47/104/3940,10,2024-03-02,57/103/7768,10,2024-03-05,BOV,H0026
60/104/2954,3,2024-01-19,47/107/1950,3,2024-01-22,BOV,H0062
21/111/1316,7,2024-12-21,45/103/2966,7,2024-12-21,BOV,H0031
19/109/2955,3,2024-01-22,21/103/5444,3,2024-01-23,BOV,H0099
44/111/0907,10,2024-03-19,20/104/4395,10,2024-03-21,BOV,H0033
14/106/1194,1,2024-03-19,69/103/6603,1,2024-03-21,BOV,H0065
44/106/6022,4,2024-08-12,18/112/5805,4,2024-08-12,BOV,H0057
21/116/1063,9,2024-03-23,19/108/4032,9,2024-03-24,BOV,H0071
57/102/8978,27,2024-01-09,70/102/6747,27,2024-01-10,POR,H0093
44/105/6859,2,2024-01-04,94/101/2124,2,2024-01-07,BOV,H0001
57/102/8978,50,2024-04-24,47/104/3940,50,2024-04-24,OVI,H0073
47/108/1420,8,2024-05-24,59/105/3762,4,2024-05-27,BOV,H0058
44/101/1013,5,2024-11-21,88/102/5115,5,2024-11-24,BOV,H0062
45/107/0562,24,2024-05-26,88/102/5115,24,2024-05-27,POR,H0050
62/102/8014,1,2024-06-02,59/101/6657,1,2024-06-03,BOV,H0006
19/108/4032,35,2024-07-24,43/111/5983,35,2024-07-25,OVI,H0081
18/106/4621,27,2024-08-23,43/106/8719,27,2024-08-26,CERV,H0057
47/103/5628,7,2024-09-28,82/104/8486,7,2024-09-29,BOV,H0032
43/111/5983,4,2024-12-03,44/107/2090,1,2024-12-05,BOV,H0060
58/101/0855,27,2024-06-06,57/102/8978,27,2024-06-07,OVI,H0051
44/103/2031,8,2024-11-15,46/104/8944,8,2024-11-18,BOV,H0007
45/105/3877,3,2024-09-21,44/109/6112,3,2024-09-24,BOV,H0024
44/117/3237,10,2024-05-19,88/102/5115,10,2024-05-20,BOV,H0083
44/114/8427,13,2024-06-11,21/107/3753,13,2024-06-14,OVI,H0032
21/112/3914,21,2024-11-09,60/102/2702,21,2024-11-09,CERV,H0087
43/109/2637,1,2024-01-28,46/104/8944,1,2024-01-30,BOV,H0012
44/116/3299,13,2024-04-19,14/104/3572,13,2024-04-21,CERV,H0009
19/102/4665,38,2024-08-31,45/111/7641,34,2024-09-02,CERV,H0091
44/105/6859,9,2024-03-18,21/114/5617,9,2024-03-19,BOV,H0054
45/108/6808,27,2024-10-09,19/103/4972,27,2024-10-12,CERV,H0090
63/102/8960,8,2024-03-16,47/103/5628,8,2024-03-19,CERV,H0013
44/106/6022,7,2024-01-11,58/106/1499,7,2024-01-13,BOV,H0057
59/101/6657,1,2024-12-09,47/106/2335,1,2024-12-11,BOV,H0044
64/102/2944,3,2024-12-12,59/101/6657,3,2024-12-15,BOV,H0020
21/114/5617,13,2024-05-29,44/117/3237,10,2024-05-29,CERV,H0046
57/103/7768,2,2024-10-29,59/103/9713,2,2024-11-01,OVI,H0022
18/101/5435,9,2024-09-23,44/113/2793,9,2024-09-23,BOV,H0063
18/110/8187,4,2024-05-14,21/108/5832,4,2024-05-17,BOV,H0056
20/105/9566,8,2024-06-19,45/111/7641,8,2024-06-19,BOV,H0017
76/103/4943,10,2024-07-13,46/103/9340,10,2024-07-14,BOV,H0061
14/104/3572,5,2024-06-20,19/101/6963,5,2024-06-22,BOV,H0066
76/101/4077,6,2024-06-26,44/111/0907,6,2024-06-28,BOV,H0071
21/105/0410,2,2024-12-07,20/101/1631,1,2024-12-09,BOV,H0066
21/112/3914,2,2024-03-31,88/101/2558,2,2024-04-02,BOV,H0009
21/102/2243,50,2024-02-08,44/102/6848,50,2024-02-08,OVI,H0093
43/104/0879,56,2024-03-20,20/111/5586,55,2024-03-23,OVI,H0081
78/102/7976,2,2024-03-12,43/111/5983,2,2024-03-13,BOV,H0096
43/110/7680,6,2024-12-17,89/101/6280,6,2024-12-18,OVI,H0027
20/106/5240,6,2024-04-08,20/111/5586,6,2024-04-11,BOV,H0026
84/102/7775,3,2024-12-12,89/101/6280,3,2024-12-12,BOV,H0057
19/108/4032,3,2024-03-14,21/103/5444,1,2024-03-15,BOV,H0090
44/102/6848,13,2024-06-13,21/112/3914,13,2024-06-14,OVI,H0021
19/107/2569,19,2024-09-16,19/104/6041,19,2024-09-18,OVI,H0028
44/111/0907,48,2024-01-04,21/101/0374,48,2024-01-06,OVI,H0037
43/101/6105,6,2024-11-13,47/107/1950,5,2024-11-16,BOV,H0011
62/103/5759,29,2024-12-11,68/104/7717,29,2024-12-11,OVI,H0041
58/102/9234,24,2024-11-06,47/101/0376,24,2024-11-06,CERV,H0073
21/105/0410,29,2024-09-02,21/101/0374,29,2024-09-04,OVI,H0064
45/101/7297,9,2024-04-26,21/105/0410,10,2024-04-27,BOV,H0006
74/103/3523,8,2024-07-25,67/101/6113,8,2024-07-28,BOV,H0060
19/106/0928,7,2024-01-13,45/109/5841,7,2024-01-14,BOV,H0041
44/119/3088,10,2024-01-08,44/112/6420,10,2024-01-11,OVI,H0085
21/105/0410,14,2024-07-19,79/104/7356,14,2024-07-22,CERV,H0020
46/101/1826,8,2024-06-04,20/101/1631,8,2024-06-06,BOV,H0030
46/106/8960,32,2024-03-22,44/114/8427,32,2024-03-25,POR,H0086
14/104/3572,5,2024-11-07,20/102/8452,1,2024-11-09,CERV,H0019
18/108/0556,14,2024-01-07,18/109/4035,14,2024-01-09,CERV,H0081
19/102/4665,44,2024-11-09,46/102/6489,44,2024-11-09,POR,H0077
21/102/2243,6,2024-03-06,18/106/4621,6,2024-03-08,BOV,H0073
47/107/1950,7,2024-06-16,83/101/8622,7,2024-06-17,BOV,H0041
47/106/2335,31,2024-10-11,58/105/9218,31,2024-10-13,CERV,H0074
47/107/1950,21,2024-10-20,43/105/5797,21,2024-10-21,CERV,H0091
57/102/8978,4,2024-08-28,58/103/4865,4,2024-08-28,BOV,H0041
47/108/1420,3,2024-02-11,58/106/1499,3,2024-02-14,BOV,H0060
57/102/8978,47,2024-08-18,57/104/4358,47,2024-08-21,OVI,H0100
18/112/5805,46,2024-01-31,14/105/3675,46,2024-02-03,OVI,H0032
19/102/4665,6,2024-09-04,18/113/8362,6,2024-09-05,BOV,H0035
58/103/4865,9,2024-11-26,81/101/9177,9,2024-11-27,BOV,H0077
47/107/1950,1,2024-04-09,47/105/8519,1,2024-04-11,BOV,H0032
21/104/7988,1,2024-04-14,58/103/4865,1,2024-04-15,OVI,H0038
21/113/2293,49,2024-07-07,43/105/5797,49,2024-07-10,POR,H0100
43/102/2744,36,2024-08-15,94/102/0130,36,2024-08-17,POR,H0014
44/107/2090,10,2024-03-24,77/102/0208,10,2024-03-25,BOV,H0042
58/102/9234,36,2024-03-13,77/102/0208,36,2024-03-15,OVI,H0093
44/110/2404,7,2024-07-21,45/105/3877,7,2024-07-22,BOV,H0042
58/104/2683,42,2024-10-16,58/102/9234,42,2024-10-16,OVI,H0066
43/103/0734,9,2024-02-04,19/104/6041,9,2024-02-05,OVI,H0020
46/102/6489,4,2024-07-03,21/115/0282,4,2024-07-05,BOV,H0044
20/110/8104,2,2024-10-06,43/104/0879,2,2024-10-06,BOV,H0068
18/109/4035,45,2024-02-15,44/104/6336,45,2024-02-16,OVI,H0058
45/106/0552,56,2024-05-02,18/113/8362,56,2024-05-02,OVI,H0083
75/101/2303,4,2024-01-22,77/102/0208,4,2024-01-23,BOV,H0098
18/104/0164,3,2024-06-14,45/101/7297,3,2024-06-17,BOV,H0097
59/105/3762,9,2024-09-09,57/103/7768,9,2024-09-09,BOV,H0086
70/101/7784,2,2024-10-28,65/103/7869,2,2024-10-28,BOV,H0027
46/104/8944,6,2024-10-24,44/102/6848,6,2024-10-26,BOV,H0066
43/108/3423,9,2024-11-17,82/102/9679,9,2024-11-19,BOV,H0035
47/102/2370,11,2024-11-07,59/104/6331,11,2024-11-09,POR,H0043
18/103/1134,26,2024-05-26,18/102/0498,26,2024-05-29,OVI,H0004
20/110/8104,33,2024-04-14,18/107/6213,33,2024-04-15,CERV,H0015
19/102/4665,48,2024-04-12,45/106/0552,46,2024-04-14,OVI,H0089
62/103/5759,53,2024-08-25,69/102/7483,53,2024-08-25,OVI,H0083
47/108/1420,57,2024-04-21,58/104/2683,57,2024-04-21,POR,H0040
21/111/1316,56,2024-09-12,21/105/0410,56,2024-09-15,OVI,H0093
45/105/3877,39,2024-09-08,43/107/6335,39,2024-09-11,CERV,H0072
47/107/1950,43,2024-05-07,59/102/0681,43,2024-05-07,OVI,H0079
14/102/1127,1,2024-01-06,43/103/0734,1,2024-01-08,BOV,H0001
43/104/0879,10,2024-01-28,20/103/3608,9,2024-01-30,BOV,H0028
57/103/7768,24,2024-08-01,47/101/0376,24,2024-08-01,CERV,H0039
59/105/3762,5,2024-04-14,20/107/0777,5,2024-04-14,BOV,H0082
63/103/3682,2,2024-08-31,72/101/6646,2,2024-09-01,POR,H0002
44/109/6112,30,2024-10-23,20/109/6169,30,2024-10-25,OVI,H0035
43/103/0734,5,2024-03-19,46/107/7764,5,2024-03-20,POR,H0009
19/104/6041,1,2024-08-26,21/102/2243,1,2024-08-29,BOV,H0023
77/103/0238,2,2024-12-29,47/102/2370,1,2024-12-31,BOV,H0093
19/109/2955,2,2024-04-06,18/107/6213,2,2024-04-07,OVI,H0089
44/111/0907,1,2024-08-10,45/108/6808,1,2024-08-13,BOV,H0030
67/103/7011,19,2024-11-02,85/102/7800,19,2024-11-04,OVI,H0059
59/104/6331,6,2024-10-03,43/108/3423,6,2024-10-04,BOV,H0042
84/103/4695,3,2024-07-09,69/101/3188,3,2024-07-12,BOV,H0045
46/107/7764,57,2024-10-04,47/108/1420,57,2024-10-07,POR,H0047
47/101/0376,3,2024-07-02,71/103/6475,3,2024-07-05,BOV,H0058
47/102/2370,1,2024-11-16,20/101/1631,1,2024-11-17,BOV,H0077
44/104/6336,48,2024-10-20,43/103/0734,48,2024-10-21,POR,H0027
21/104/7988,57,2024-09-13,59/102/0681,57,2024-09-13,OVI,H0067
43/102/2744,9,2024-03-25,21/102/2243,9,2024-03-26,BOV,H0088
62/103/5759,2,2024-07-10,86/102/6401,2,2024-07-13,BOV,H0067
86/101/7709,10,2024-07-27,60/101/5598,10,2024-07-27,BOV,H0029
58/105/9218,4,2024-09-15,59/103/9713,4,2024-09-15,BOV,H0064
19/104/6041,5,2024-07-26,14/104/3572,5,2024-07-28,BOV,H0027
57/101/7138,4,2024-01-16,59/104/6331,4,2024-01-18,BOV,H0016
44/101/1013,44,2024-05-09,21/106/7308,44,2024-05-12,OVI,H0016
44/119/3088,7,2024-11-01,45/108/6808,7,2024-11-03,BOV,H0044
18/109/4035,7,2024-09-01,18/107/6213,7,2024-09-01,BOV,H0087
20/103/3608,6,2024-05-10,46/106/8960,6,2024-05-13,BOV,H0050
58/106/1499,10,2024-06-28,44/101/1013,10,2024-07-01,BOV,H0004
18/107/6213,6,2024-10-05,45/101/7297,6,2024-10-05,CERV,H0011
44/101/1013,41,2024-07-13,21/102/2243,37,2024-07-15,OVI,H0031
57/101/7138,6,2024-12-26,47/103/5628,6,2024-12-29,BOV,H0028
58/104/2683,3,2024-12-11,59/105/3762,3,2024-12-11,BOV,H0065
44/119/3088,30,2024-10-16,18/107/6213,30,2024-10-19,POR,H0069
67/102/0737,10,2024-09-21,85/101/3152,10,2024-09-24,BOV,H0023
18/101/5435,5,2024-08-06,87/101/0295,5,2024-08-06,BOV,H0088
44/106/6022,13,2024-05-07,21/106/7308,13,2024-05-07,OVI,H0050
47/101/0376,25,2024-04-03,44/113/2793,25,2024-04-04,CERV,H0044
86/101/7709,8,2024-02-29,18/103/1134,8,2024-02-29,BOV,H0022
46/103/9340,39,2024-08-12,14/103/4165,39,2024-08-15,OVI,H0047
21/116/1063,58,2024-11-21,58/102/9234,58,2024-11-21,OVI,H0054
18/108/0556,9,2024-02-04,46/107/7764,9,2024-02-04,BOV,H0012
44/109/6112,23,2024-09-16,45/102/5645,23,2024-09-17,CERV,H0018
45/110/2091,10,2024-04-10,44/115/0281,10,2024-04-13,BOV,H0085
47/102/2370,2,2024-10-25,65/101/4707,1,2024-10-28,BOV,H0015
47/102/2370,3,2024-12-25,58/101/0855,3,2024-12-28,BOV,H0002
44/102/6848,1,2024-12-06,19/104/6041,1,2024-12-08,POR,H0075
57/104/4358,3,2024-05-04,57/101/7138,3,2024-05-07,BOV,H0028
20/106/5240,8,2024-03-29,44/105/6859,8,2024-04-01,BOV,H0071
47/103/5628,52,2024-12-07,58/103/4865,52,2024-12-08,POR,H0066
43/102/2744,31,2024-02-07,43/111/5983,31,2024-02-08,OVI,H0032
59/104/6331,6,2024-07-27,57/102/8978,3,2024-07-27,BOV,H0097
44/107/2090,50,2024-04-08,19/106/0928,50,2024-04-10,OVI,H0051
43/110/7680,15,2024-03-06,43/102/2744,15,2024-03-09,OVI,H0079
68/101/2845,3,2024-09-23,18/108/0556,3,2024-09-25,BOV,H0064
20/101/1631,2,2024-12-26,58/106/1499,2,2024-12-27,BOV,H0099
58/103/4865,7,2024-11-28,47/107/1950,7,2024-11-30,BOV,H0039
57/101/7138,31,2024-07-16,44/104/6336,31,2024-07-17,CERV,H0061
21/115/0282,22,2024-11-11,44/103/2031,22,2024-11-11,POR,H0033
47/106/2335,19,2024-04-26,47/108/1420,19,2024-04-28,CERV,H0042
83/103/4451,5,2024-06-20,45/104/4653,5,2024-06-23,BOV,H0036
18/109/4035,4,2024-03-12,18/112/5805,4,2024-03-14,BOV,H0025
73/101/2323,9,2024-04-14,86/101/7709,9,2024-04-17,BOV,H0075
59/101/6657,5,2024-04-15,59/103/9713,5,2024-04-17,BOV,H0024
71/104/3751,7,2024-05-18,46/106/8960,7,2024-05-21,BOV,H0069
20/108/0989,2,2024-07-11,44/117/3237,2,2024-07-14,BOV,H0001
44/116/3299,17,2024-10-08,43/103/0734,13,2024-10-10,OVI,H0066
47/103/5628,1,2024-10-31,58/102/9234,3,2024-10-31,BOV,H0061
21/107/3753,3,2024-07-04,18/108/0556,3,2024-07-04,BOV,H0006
21/106/7308,18,2024-02-19,47/104/3940,18,2024-02-22,POR,H0027
43/105/5797,4,2024-06-21,19/104/6041,4,2024-06-23,POR,H0037
44/107/2090,10,2024-05-16,46/104/8944,10,2024-05-18,BOV,H0031
20/108/0989,21,2024-03-28,21/111/1316,21,2024-03-31,POR,H0027
58/106/1499,3,2024-11-10,47/103/5628,3,2024-11-12,BOV,H0063
45/110/2091,7,2024-08-23,20/102/8452,7,2024-08-24,BOV,H0023
18/112/5805,5,2024-11-03,90/102/3072,5,2024-11-06,BOV,H0058
45/110/2091,2,2024-08-15,46/105/6171,2,2024-08-18,BOV,H0020
62/101/3385,10,2024-01-12,63/101/5850,10,2024-01-14,BOV,H0027
45/105/3877,34,2024-01-11,94/103/3605,34,2024-01-14,OVI,H0065
59/103/9713,39,2024-03-14,57/103/7768,39,2024-03-14,OVI,H0077
47/101/0376,7,2024-06-09,43/109/2637,7,2024-06-11,BOV,H0052
44/114/8427,58,2024-11-03,44/101/1013,58,2024-11-06,OVI,H0004
91/102/7168,42,2024-08-19,63/102/8960,42,2024-08-19,POR,H0050
59/103/9713,1,2024-08-16,59/102/0681,1,2024-08-19,BOV,H0012
19/103/4972,5,2024-05-13,43/105/5797,5,2024-05-16,BOV,H0021
21/109/6724,42,2024-09-28,18/105/5476,42,2024-09-29,OVI,H0005
59/102/0681,6,2024-03-22,86/104/7004,6,2024-03-22,OVI,H0079
64/103/4265,2,2024-05-10,65/103/7869,2,2024-05-13,BOV,H0020
45/102/5645,18,2024-04-05,21/115/0282,18,2024-04-06,OVI,H0053
43/111/5983,15,2024-11-13,44/103/2031,15,2024-11-13,POR,H0074
75/101/2303,56,2024-05-27,69/103/6603,54,2024-05-30,OVI,H0055
45/106/0552,13,2024-02-09,60/103/8586,13,2024-02-09,OVI,H0099
14/105/3675,12,2024-08-24,18/101/5435,12,2024-08-26,OVI,H0093
19/109/2955,12,2024-01-05,20/108/0989,12,2024-01-07,POR,H0022
59/104/6331,9,2024-07-20,46/102/6489,9,2024-07-21,BOV,H0022
45/104/4653,3,2024-11-07,14/105/3675,3,2024-11-09,BOV,H0074
19/104/6041,2,2024-03-23,58/103/4865,2,2024-03-23,BOV,H0009
47/106/2335,9,2024-12-12,90/102/3072,9,2024-12-15,BOV,H0071
59/101/6657,9,2024-11-27,58/103/4865,9,2024-11-29,BOV,H0078
58/102/9234,26,2024-09-25,59/104/6331,26,2024-09-28,OVI,H0022
57/103/7768,1,2024-11-03,47/104/3940,1,2024-11-05,BOV,H0039
19/109/2955,25,2024-07-10,21/109/6724,25,2024-07-10,CERV,H0041
14/106/1194,14,2024-11-22,43/103/0734,14,2024-11-23,OVI,H0058
79/104/7356,42,2024-07-21,21/101/0374,42,2024-07-22,OVI,H0019
43/106/8719,8,2024-07-23,44/116/3299,8,2024-07-26,BOV,H0092
44/119/3088,30,2024-01-27,43/106/8719,30,2024-01-28,OVI,H0019
62/102/8014,1,2024-07-16,20/102/8452,1,2024-07-19,BOV,H0010
59/103/9713,9,2024-01-21,59/102/0681,9,2024-01-24,BOV,H0009
19/107/2569,9,2024-02-21,43/111/5983,9,2024-02-22,BOV,H0096
66/102/1243,1,2024-11-18,76/101/4077,1,2024-11-20,BOV,H0004
45/109/5841,10,2024-11-14,43/102/2744,10,2024-11-16,BOV,H0037
20/109/6169,38,2024-08-12,21/110/1147,38,2024-08-15,OVI,H0056
19/101/6963,47,2024-09-16,58/103/4865,47,2024-09-16,OVI,H0020
18/114/1531,29,2024-11-21,69/103/6603,29,2024-11-23,POR,H0019
20/109/6169,6,2024-05-21,43/111/5983,6,2024-05-24,CERV,H0029
20/101/1631,3,2024-10-18,45/106/0552,3,2024-10-19,BOV,H0054
47/105/8519,10,2024-04-17,20/101/1631,10,2024-04-17,BOV,H0009
19/107/2569,8,2024-04-22,45/106/0552,8,2024-04-25,BOV,H0022
20/110/8104,8,2024-06-24,63/103/3682,8,2024-06-26,BOV,H0061
47/105/8519,57,2024-11-19,73/102/0069,54,2024-11-21,POR,H0068
45/103/2966,46,2024-12-15,45/105/3877,46,2024-12-17,POR,H0077
20/103/3608,28,2024-06-17,59/101/6657,28,2024-06-19,OVI,H0064
73/101/2323,10,2024-05-11,47/105/8519,10,2024-05-11,BOV,H0019
47/106/2335,15,2024-05-07,59/101/6657,15,2024-05-10,OVI,H0020
84/101/1826,27,2024-08-02,18/107/6213,27,2024-08-04,POR,H0039
19/104/6041,8,2024-06-09,21/105/0410,7,2024-06-09,BOV,H0056
20/107/0777,7,2024-01-16,45/108/6808,7,2024-01-18,BOV,H0048
43/102/2744,8,2024-10-28,20/101/1631,4,2024-10-29,BOV,H0052
21/107/3753,4,2024-03-25,46/102/6489,4,2024-03-27,BOV,H0021
59/102/0681,55,2024-02-12,47/101/0376,55,2024-02-12,POR,H0095
45/101/7297,32,2024-12-23,44/101/1013,32,2024-12-24,POR,H0007
19/108/4032,3,2024-07-06,43/110/7680,3,2024-07-08,BOV,H0086
47/106/2335,5,2024-01-20,59/102/0681,5,2024-01-20,BOV,H0006
57/103/7768,13,2024-07-19,57/101/7138,13,2024-07-22,OVI,H0014
46/106/8960,9,2024-11-09,21/114/5617,9,2024-11-11,BOV,H0018
18/106/4621,17,2024-12-24,14/105/3675,17,2024-12-24,POR,H0064
47/103/5628,3,2024-06-22,47/104/3940,3,2024-06-23,POR,H0089
21/106/7308,9,2024-11-30,20/107/0777,9,2024-12-03,BOV,H0054
21/112/3914,20,2024-04-17,58/101/0855,20,2024-04-18,CERV,H0060
45/109/5841,2,2024-03-01,18/109/4035,2,2024-03-02,BOV,H0014
47/102/2370,19,2024-12-18,74/103/3523,19,2024-12-20,OVI,H0075
